CharName,Kind,EffectName,ResourceName,NodeName,SequenceID,StartTime,TimeLength,TX,TY,TZ,RX,RY,RZ,Scale,Flags,ActiveMode,DeActiveMode,DirMode,ActiveEvent,DeActiveEvent,Extend
,,,,,,,,,,,MinDist(Sound),MaxDist,,,,,,,,,
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
CBwString,U8,CBwString,string,CBwString,U32,F32,F32,F32,F32,F32,F32,F32,F32,F32,U32,U32,U32,U32,U32,U32,CBwString
#Share,1,selected_enemy,SYSTEM/SYSTEM_TARGET_SELECTED_01.OGG,Bone_Root,0,0,1,0,0,0,100,100,0,1,1,1,3,0,12,13,
#Share,1,ai_detectradius_buff_sound,SYSTEM/SYSTEM_AI_DETECTRADIUS_BUFF.OGG,Bone_Root,0,0,1,0,0,0,19,25,0,1,3,1,3,0,19,20,
#Share,1,Quest_BigExplosion_01,SHARE_EFFECT/QUEST_BIGEXPLOSION_01.OGG,Bone_Root,0,0,1,0,0,0,2,20,0,1,1,1,1,0,35,0,
#Share,1,Quest_Complete,SYSTEM/SYSTEM_QUEST_COMPLETE_01.OGG,Bone_Root,0,0,1,0,0,0,1,0.9,0,1,1,1,1,0,36,0,
#Share,1,Quest_Explosion_01,SHARE_EFFECT/QUEST_EXPLOSION_01.OGG,Bone_Root,0,0,1,0,0,0,2,20,0,1,1,1,1,0,35,0,
#Share,1,Quest_Magic_01,SYSTEM/SYSTEM_QUEST_MAGIC_01.OGG,Bone_Root,0,0,1,0,0,0,1,0.9,0,1,1,1,1,0,35,0,
#Share,1,Quest_Magic_02,SHARE_EFFECT/QUEST_MAGIC_02.OGG,Bone_Root,0,0,1,0,0,0,2,20,0,1,1,1,1,0,35,0,
#Share,1,Quest_Magic_04,SHARE_EFFECT/QUEST_MAGIC_04.OGG,Bone_Root,0,0,1,0,0,0,2,20,0,1,1,1,1,0,35,0,
#Share,1,Quest_Magic_05,SHARE_EFFECT/QUEST_MAGIC_05.OGG,Bone_Root,0,0,1,0,0,0,2,20,0,1,1,1,1,0,35,0,
#Share,1,Quest_Magiccircle_02,SHARE_EFFECT/QUEST_MAGICCIRCLE_02.OGG,Bone_Root,0,0,1,0,0,0,2,20,0,1,1,1,1,0,35,0,
#Share,1,Quest_Purify_01,SHARE_EFFECT/QUEST_PURIFY_01.OGG,Bone_Root,0,0,1,0,0,0,2,20,0,1,1,1,1,0,35,0,
#Share,1,Quest_Signal_01,SHARE_EFFECT/QUEST_SIGNAL_01.OGG,Bone_Root,0,0,1,0,0,0,2,20,0,1,1,1,1,0,35,0,
#Share,1,Quest_Summon_01,SHARE_EFFECT/QUEST_SUMMON_01.OGG,Bone_Root,0,0,1,0,0,0,1,0.9,0,1,1,1,1,0,35,0,
#Share,1,Quest_Summon_02,SHARE_EFFECT/QUEST_SUMMON_02.OGG,Bone_Root,0,0,1,0,0,0,2,20,0,1,1,1,1,0,35,0,
#Share,1,Quest_Water_01,SHARE_EFFECT/QUEST_WATER_01.OGG,Bone_Root,0,0,1,0,0,0,1,0.9,0,1,1,1,1,0,35,0,
#Share,1,Quest_Water_02,SHARE_EFFECT/QUEST_WATER_02.OGG,Bone_Root,0,0,1,0,0,0,2,20,0,1,1,1,1,0,35,0,
#Share,1,Quest_Water_03,SHARE_EFFECT/QUEST_WATER_03.OGG,Bone_Root,0,0,1,0,0,0,2,20,0,1,1,1,1,0,35,0,
#Share,1,ride_birth_buff,SHARE_EFFECT/RIDE_BIRTH_BUFF.OGG,Bone_Root,0,0,1,0,0,0,2,20,0,1,1,1,3,0,19,20,
#Share,1,50_003,SYSTEM/SYSTEM_EAT_POTION_01.OGG|SYSTEM/SYSTEM_EAT_POTION_02.OGG,Bone_Root,0,0,1,0,0,0,2,0.1,0,1,1,1,1,0,35,0,
#Share,1,50_001,SYSTEM/SYSTEM_EAT_POTION_01.OGG|SYSTEM/SYSTEM_EAT_POTION_02.OGG,Bone_Root,0,0,1,0,0,0,2,0.1,0,1,1,1,1,0,35,0,
#Share,1,dexterity_up,SYSTEM/SYSTEM_DEXTERITY_UP_01.OGG,Bone_Root,0,0,1,0,0,0,1,1,0,1,1,1,1,0,2,0,
#Share,1,50_002,SYSTEM/SYSTEM_EAT_POTION_02.OGG|SYSTEM/SYSTEM_EAT_POTION_01.OGG,Bone_Root,0,0,1,0,0,0,2,0.1,0,1,1,1,1,0,35,0,
#Share,1,selected,SYSTEM/SYSTEM_TARGET_SELECTED_01.OGG,Bone_Root,0,0,1,0,0,0,100,100,0,1,1,1,3,0,12,13,
#Share,1,Quest_Collect_01,SHARE_EFFECT/QUEST_COLLECT_01.OGG,Bone_Root,0,0,1,0,0,0,2,20,0,1,1,1,1,0,35,0,
#Share,1,levelup,SYSTEM/SYSTEM_PC_LEVEL_UP_01.OGG,Bone_Root,0,0,1,0,0,0,1,3,0,0.65,1,1,1,0,1,0,
#Share,1,Quest_Magiccircle_01,SHARE_EFFECT/QUEST_MAGICCIRCLE_01.OGG,Bone_Root,0,0,1,0,0,0,2,20,0,1,1,1,1,0,35,0,
#Share,1,Quest_Magic_03,SHARE_EFFECT/QUEST_MAGIC_03.OGG,Bone_Root,0,0,1,0,0,0,2,20,0,1,1,1,1,0,35,0,
#Share,1,MOB_Fade,SYSTEM/SYSTEM_MOB_FADE_01.OGG,Bone_Root,0,0,1,0,0,0,1,5,0,0.5,1,1,1,0,39,0,
#Share,1,Item_Buff_Use_01,SHARE_EFFECT/ITEM_BUFF_USE_01.OGG,Bone_Root,0,0,1,0,0,0,2,20,0,1,1,1,1,0,35,0,
0000000000.kfm,1,,PC/PC_HM/PC_HM_BREATH_02.OGG|PC/PC_HM/PC_HM_BREATH_03.OGG|NO_SOUND.OGG|NO_SOUND.OGG|NO_SOUND.OGG,Bone_Root,3,0,1,0,0,0,1,3,0,0.3,1,0,1,0,0,0,
0000000000.kfm,1,,PC/PC_HM/PC_HM_JUMP_01.OGG|PC/PC_HM/PC_HM_JUMP_02.OGG|NO_SOUND.OGG|NO_SOUND.OGG,Bone_Root,7,0,1,0,0,0,1,3,0,0.3,1,0,1,0,0,0,
0000000000.kfm,1,,PC/PC_HM/PC_HM_JUMP_LAND_01.OGG|PC/PC_HM/PC_HM_JUMP_LAND_02.OGG|NO_SOUND.OGG|NO_SOUND.OGG|NO_SOUND.OGG,Bone_Root,9,0,1,0,0,0,1,3,0,0.5,1,0,1,0,0,0,
0000000000.kfm,1,,PC/PC_HM/PC_HM_DMG_S_01.OGG,Bone_Root,12,0,1,0,0,0,2,20,0,1,1,0,1,0,0,0,
0000000000.kfm,1,,PC/PC_HM/PC_HM_DMG_S_06.OGG,Bone_Root,13,0,1,0,0,0,2,20,0,1,1,0,1,0,0,0,
0000000000.kfm,1,stun_cast,CHARACTER/STUN_00.OGG,Bone_Root,14,0,1,0,0,0,2,20,0,1,1,0,1,0,0,0,
0000000000.kfm,1,stun_cast,PC/PC_HM/PC_HM_STUN_04.OGG,Bone_Root,14,0,1,0,0,0,2,20,0,0.6,1,0,1,0,0,0,
0000000000.kfm,1,,CHARACTER/C_EFFECT_0002.OGG,Bone_Root,15,0,1,0,0,0,2,20,0,1,1,0,1,0,0,0,
0000000000.kfm,1,,CHARACTER/CLOTH_03.OGG,Bone_Root,15,0,1,0,0,0,2,20,0,1,1,0,1,0,0,0,
0000000000.kfm,1,,CHARACTER/DROP_00.OGG,Bone_Root,15,2.2,1,0,0,0,2,20,0,1,1,0,1,0,0,0,
0000000000.kfm,1,,CHARACTER/DROP_KNEE_00.OGG,Bone_Root,15,1.5,1,0,0,0,2,20,0,1,1,0,1,0,0,0,
0000000000.kfm,1,,CHARACTER/C_EFFECT_0002.OGG,Bone_Root,16,0,1,0,0,0,2,20,0,1,1,0,1,0,0,0,
0000000000.kfm,1,,CHARACTER/DROP_00.OGG,Bone_Root,16,1.143,1,0,0,0,2,20,0,1,1,0,1,0,0,0,
0000000000.kfm,1,gather_cast,WEAPONS/WEAPONS_GATHERING_KNIFE_01.OGG|WEAPONS/WEAPONS_GATHERING_KNIFE_02.OGG|WEAPONS/WEAPONS_GATHERING_KNIFE_03.OGG,Bone_Root,101,0.3,1,0,0,0,2,20,0,0.6,3,0,1,0,0,0,
0000000000.kfm,1,gather_cast,WEAPONS/WEAPONS_GATHERING_HAND_01.OGG|WEAPONS/WEAPONS_GATHERING_HAND_02.OGG|WEAPONS/WEAPONS_GATHERING_HAND_03.OGG,Bone_Root,101,3.43,1,0,0,0,2,20,0,0.4,1,0,1,0,0,0,
0000000000.kfm,1,gather_cast,WEAPONS/WEAPONS_GATHERING_KNIFE_03.OGG|WEAPONS/WEAPONS_GATHERING_KNIFE_04.OGG,Bone_Root,101,1.5,1,0,0,0,2,20,0,1,1,0,1,0,0,0,
0000000000.kfm,1,gather_cast,WEAPONS/WEAPONS_GATHERING_HAND_01.OGG|WEAPONS/WEAPONS_GATHERING_HAND_02.OGG|WEAPONS/WEAPONS_GATHERING_HAND_03.OGG,Bone_Root,101,2.46,1,0,0,0,2,20,0,0.6,1,0,1,0,0,0,
0000000000.kfm,1,occupation_cast,SYSTEM/SYSTEM_PC_OCCUPATION_01.OGG,Bone_Root,102,0,1,0,0,0,2,20,0,0.6,1,0,1,0,0,0,
0000000000.kfm,1,,SYSTEM/SYSTEM_PC_OCCUPATION_01.OGG,Bone_Root,103,0,1,0,0,0,1,3,0,0.5,1,0,1,0,0,0,
0000000000.kfm,1,,EFFECTS/EFFECT_MAGIC_BURF_0001.OGG,Bone_Root,104,0,1,0,0,0,2,20,0,1,1,0,1,0,0,0,
0000000000.kfm,1,ride_birth_cast,SYSTEM/SYSTEM_PC_OCCUPATION_01.OGG,Bone_Root,205,0,1,0,0,0,2,20,0,0.5,129,0,1,0,0,0,
0000000000.kfm,1,,PC/PC_SOCIAL/PC_SOCIAL_HM_300_01.OGG,Bone_Root,300,0.618,1,0,0,0,2,20,0,1,1,0,1,0,0,0,
0000000000.kfm,1,,PC/PC_SOCIAL/,Bone_Root,301,0.618,1,0,0,0,2,20,0,1,1,0,1,0,0,0,
0000000000.kfm,1,,PC/PC_SOCIAL/PC_SOCIAL_HM_302_01.OGG,Bone_Root,302,0.618,1,0,0,0,2,20,0,1,1,0,1,0,0,0,
0000000000.kfm,1,,PC/PC_SOCIAL/PC_SOCIAL_HM_303_01.OGG,Bone_Root,303,0.618,1,0,0,0,2,20,0,1,1,0,1,0,0,0,
0000000000.kfm,1,,PC/PC_SOCIAL/PC_SOCIAL_HM_304_01.OGG,Bone_Root,304,0.618,1,0,0,0,2,20,0,1,1,0,1,0,0,0,
0000000000.kfm,1,,PC/PC_HM/PC_HM_JUMP_01.OGG,Bone_Root,305,0.504,1,0,0,0,2,20,0,1,1,0,1,0,0,0,
0000000000.kfm,1,,PC/PC_SOCIAL/PC_SOCIAL_CLAP_01.OGG,Bone_Root,306,0.5,1,0,0,0,2,20,0,1,1,0,1,0,0,0,
